Date,ULTAStoreNo,City,TotalQtySold,TotalGrossSales
{"":"2024-08-18,613,DeKalb                   ,10,578.5
{"":"2024-08-18,614,San Ysidro               ,13,572.5
{"":"2024-08-18,615,Palm Beach Gardens       ,33,1816.5
{"":"2024-08-18,616,Dobbs Ferry              ,12,673
{"":"2024-08-18,617,Staten Island            ,21,895
{"":"2024-08-18,618,Houston                  ,68,3451.5
{"":"2024-08-18,619,Lisbon                   ,10,288.5
{"":"2024-08-18,620,Newport beach            ,21,1113
{"":"2024-08-18,621,Livonia                  ,6,213.5
{"":"2024-08-18,622,Orem                     ,17,852
{"":"2024-08-18,623,Clifton                  ,26,1006
{"":"2024-08-18,624,Bluffton                 ,20,917.5
{"":"2024-08-18,626,Ann Arbor                ,14,704
{"":"2024-08-18,627,Madison                  ,19,1063
{"":"2024-08-18,628,Madison                  ,26,1171.5
{"":"2024-08-18,629,Woodbridge               ,21,1065
{"":"2024-08-18,630,Lake Worth               ,13,618.5
{"":"2024-08-18,631,Knoxville                ,10,480
{"":"2024-08-18,633,Martinsburg              ,24,1119
{"":"2024-08-18,634,Branson                  ,9,459
{"":"2024-08-18,635,Clovis                   ,32,1616
{"":"2024-08-18,636,Hanford                  ,12,527.5
{"":"2024-08-18,637,Alameda                  ,22,818.5
{"":"2024-08-18,638,Sevierville              ,24,1115
{"":"2024-08-18,639,Spring Hill              ,11,598
{"":"2024-08-18,640,Athens                   ,20,798.5
{"":"2024-08-18,641,Overland Park            ,25,1360
{"":"2024-08-18,642,Carmel                   ,9,-162.5
{"":"2024-08-18,643,Overland Park            ,11,691.5
{"":"2024-08-18,644,Columbia                 ,9,299.5
{"":"2024-08-18,645,Eureka                   ,14,593.5
{"":"2024-08-18,646,Glendale                 ,14,723
{"":"2024-08-18,647,Carson City              ,38,2157
{"":"2024-08-18,648,Napa                     ,29,1139.5
{"":"2024-08-18,649,East Peoria              ,15,647
{"":"2024-08-18,650,Fremont                  ,16,592.5
{"":"2024-08-18,651,Houston                  ,11,645.5
{"":"2024-08-18,652,New Braunfels            ,51,2501
{"":"2024-08-18,653,North Olmsted            ,3,154.5
{"":"2024-08-18,654,Brentwood                ,25,1124.5
{"":"2024-08-18,655,Oxnard                   ,38,1594.5
{"":"2024-08-18,656,Heath                    ,13,686
{"":"2024-08-18,657,Salisbury                ,30,1470.5
{"":"2024-08-18,658,Royal Oak                ,15,713
{"":"2024-08-18,659,Freehold                 ,12,541.5
{"":"2024-08-18,660,Foxboruogh               ,2,148
{"":"2024-08-18,661,Howell                   ,15,782
{"":"2024-08-18,662,Chicago                  ,17,679
{"":"2024-08-18,663,Eastvale                 ,39,1836
{"":"2024-08-18,664,Santa Fe                 ,26,1325.5
{"":"2024-08-18,665,Conway                   ,8,355
{"":"2024-08-18,666,Casper                   ,18,1003
{"":"2024-08-18,667,Helena                   ,15,1167.5
{"":"2024-08-18,668,Chicago                  ,7,10
{"":"2024-08-18,669,Falls Church             ,33,1399.5
{"":"2024-08-18,670,Southaven                ,13,510
{"":"2024-08-18,672,Vernon Hills             ,17,1039
{"":"2024-08-18,673,Lima                     ,2,132.5
{"":"2024-08-18,674,Sioux Falls              ,11,559.5
{"":"2024-08-18,675,Ontario                  ,16,898.5
{"":"2024-08-18,677,Virginia Beach           ,29,1259
{"":"2024-08-18,678,Lawton                   ,6,263.5
{"":"2024-08-18,679,Tallahassee              ,24,1225
{"":"2024-08-18,680,Morrisville              ,15,507.5
{"":"2024-08-18,681,Apple Valley             ,12,592.5
{"":"2024-08-18,682,Issaquah                 ,19,893
{"":"2024-08-18,683,Southern Pines           ,15,622
{"":"2024-08-18,684,Morehead City            ,11,497.5
{"":"2024-08-18,685,Jacksonville             ,19,1106
{"":"2024-08-18,686,South Gate               ,19,972.5
{"":"2024-08-18,688,Jackson                  ,7,404.5
{"":"2024-08-18,689,State College            ,12,421
{"":"2024-08-18,691,Billings                 ,23,1073.5
{"":"2024-08-18,692,Gaylord                  ,4,216.5
{"":"2024-08-18,693,Salisbury                ,1,21
{"":"2024-08-18,694,Massapequa Park          ,24,1094.5
{"":"2024-08-18,695,Niles                    ,7,252
{"":"2024-08-18,696,Baltimore                ,40,1919.5
{"":"2024-08-18,697,Moreno Valley            ,18,811
{"":"2024-08-18,699,New Orleans              ,12,494
{"":"2024-08-18,701,Douglasville             ,14,680.5
{"":"2024-08-18,702,Lansing                  ,17,806.5
{"":"2024-08-18,703,Newpory                  ,11,450
{"":"2024-08-18,705,Marquette                ,5,285.5
{"":"2024-08-18,706,Orlando                  ,20,769
{"":"2024-08-18,707,Albuquerque              ,38,1827.5
{"":"2024-08-18,708,Portland                 ,11,527
{"":"2024-08-18,709,Gadsden                  ,8,419
{"":"2024-08-18,710,Gilroy                   ,11,452.5
{"":"2024-08-18,711,Visalia                  ,34,1680.5
{"":"2024-08-18,713,Canton                   ,6,184.5
{"":"2024-08-18,714,Bay Shore                ,24,1070
{"":"2024-08-18,716,Muncie                   ,2,182
{"":"2024-08-18,717,Saint Augustine          ,17,859.5
{"":"2024-08-18,718,Glendale                 ,17,891
{"":"2024-08-18,719,Rapid City               ,19,1189.5
{"":"2024-08-18,720,Old Saybrook             ,12,519
{"":"2024-08-18,721,Midlothian               ,41,2219
{"":"2024-08-18,722,Nashville                ,13,582
{"":"2024-08-18,723,El Centro                ,23,895.5
{"":"2024-08-18,724,Smithfield               ,35,1673
{"":"2024-08-18,725,St. Joseph               ,5,188
{"":"2024-08-18,726,Terre Haute              ,16,587.5
{"":"2024-08-18,727,Pocatello                ,9,436.5
{"":"2024-08-18,729,Springfield Township     ,12,614
{"":"2024-08-18,730,Lakewood                 ,17,1075.5
{"":"2024-08-18,731,Delray Beach             ,31,1577
{"":"2024-08-18,732,Deptford                 ,25,1044.5
{"":"2024-08-18,733,Clarksville              ,7,219
{"":"2024-08-18,734,Midland                  ,11,529.5
{"":"2024-08-18,735,Victor                   ,32,1872
{"":"2024-08-18,736,Irvine                   ,19,1073
{"":"2024-08-18,737,Rock Hill                ,15,475.5
{"":"2024-08-18,738,Battle Creek             ,7,251
{"":"2024-08-18,739,Albany                   ,14,829
{"":"2024-08-18,740,Mansfield                ,28,934.5
{"":"2024-08-18,741,Raleigh                  ,14,813
{"":"2024-08-18,742,Washington               ,7,333.5
{"":"2024-08-18,743,Capitola                 ,26,1509.5
{"":"2024-08-18,744,Cincinnati               ,14,822
{"":"2024-08-18,745,Kansas City              ,4,92.5
{"":"2024-08-18,746,Lakeland                 ,27,1314
{"":"2024-08-18,747,Erie                     ,8,409
{"":"2024-08-18,748,Los Angeles              ,49,2484
{"":"2024-08-18,749,Beckley                  ,10,319.5
{"":"2024-08-18,750,Westwood                 ,20,834.5
{"":"2024-08-18,751,Owings Mills             ,23,787.5
{"":"2024-08-18,752,Prattville               ,1,-61.5
{"":"2024-08-18,753,Altamonte Springs        ,13,680
{"":"2024-08-18,754,Vero Beach               ,24,1466
{"":"2024-08-18,755,Exton                    ,35,1786
{"":"2024-08-18,756,Bristol                  ,7,423
{"":"2024-08-18,757,Las Vegas                ,31,1450.5
{"":"2024-08-18,758,North Port               ,27,1537
{"":"2024-08-18,759,Longview                 ,10,422
{"":"2024-08-18,760,Knoxville                ,17,753.5
{"":"2024-08-18,761,Charlotte                ,29,1187.5
{"":"2024-08-18,762,Winston Salem            ,9,-114.5
{"":"2024-08-18,763,Lakeland                 ,12,605.5
{"":"2024-08-18,764,Missoula                 ,18,747
{"":"2024-08-18,765,Lafayette                ,8,471
{"":"2024-08-18,766,Manassas                 ,24,1094
{"":"2024-08-18,767,Midvale                  ,28,1710.5
{"":"2024-08-18,768,Plainville               ,16,862.5
{"":"2024-08-18,769,Vancouver                ,8,506
{"":"2024-08-18,770,Holyoke                  ,12,511
{"":"2024-08-18,771,Paducah                  ,13,673
{"":"2024-08-18,772,Pittsfield               ,13,536.5
{"":"2024-08-18,773,Epping                   ,13,693.5
{"":"2024-08-18,774,Littleton                ,11,495
{"":"2024-08-18,775,City of Industry         ,12,569
{"":"2024-08-18,777,Cupertino                ,34,1745
{"":"2024-08-18,778,Fresno                   ,15,609
{"":"2024-08-18,779,Colorado Springs         ,21,954.5
{"":"2024-08-18,780,North Little Rock        ,6,252
{"":"2024-08-18,781,West Palm Beach          ,23,1284
{"":"2024-08-18,782,Clark                    ,48,2248
{"":"2024-08-18,783,Fairbanks                ,23,1010
{"":"2024-08-18,784,Riverbank                ,26,1386.5
{"":"2024-08-18,787,Harrisburg               ,33,1904.5
{"":"2024-08-18,788,Seabrook                 ,24,1247.5
{"":"2024-08-18,789,Westminster              ,11,462.5
{"":"2024-08-18,790,Jonesboro                ,10,546.5
{"":"2024-08-18,791,Corvallis                ,20,969.5
{"":"2024-08-18,792,Redlands                 ,43,2271.5
{"":"2024-08-18,793,STROUDSBURG              ,26,1496.5
{"":"2024-08-18,794,Frankfort                ,8,280.5
{"":"2024-08-18,795,Marlboro                 ,12,654
{"":"2024-08-18,796,San Jose                 ,12,726
{"":"2024-08-18,797,Chesapeake               ,20,737.5
{"":"2024-08-18,798,Compton                  ,6,33
{"":"2024-08-18,799,Concord                  ,20,878
{"":"2024-08-18,808,Unknown,0,0
{"":"2024-08-18,822,Chambersburg             ,0,0
{"":"2024-08-18,833,Greenwood                ,0,0
{"":"2024-08-18,844,Dallas                   ,0,0
{"":"2024-08-18,855,Fresno                   ,0,0
{"":"2024-08-18,870,Greer                    ,0,0
{"":"2024-08-18,871,No City,0,0
{"":"2024-08-18,902,Unknown,5316,268239.5
{"":"2024-08-18,1001,Northridge               ,25,1128
{"":"2024-08-18,1002,Greenwood                ,12,647.5
{"":"2024-08-18,1003,Deerfield Beach          ,17,655.5
{"":"2024-08-18,1004,Macedonia                ,4,369
{"":"2024-08-18,1005,Bismarck                 ,9,448
{"":"2024-08-18,1006,Federal Way              ,8,446.5
{"":"2024-08-18,1008,Fort Wayne               ,13,634.5
{"":"2024-08-18,1009,Marina Del Rey           ,28,1590
{"":"2024-08-18,1010,Jacksonville Beach       ,32,1931
{"":"2024-08-18,1011,Cranberry Township       ,17,916.5
{"":"2024-08-18,1012,Viera                    ,29,1280.5
{"":"2024-08-18,1013,Keene                    ,21,1007.5
{"":"2024-08-18,1014,Syracuse                 ,6,343
{"":"2024-08-18,1015,Alexandria               ,11,694
{"":"2024-08-18,1016,Michigan City            ,7,460
{"":"2024-08-18,1017,Bellevue                 ,16,603.5
{"":"2024-08-18,1018,Cedar Falls              ,12,628.5
{"":"2024-08-18,1019,North Myrtle Beach       ,14,672
{"":"2024-08-18,1020,Oxford                   ,10,546
{"":"2024-08-18,1021,Lake Charles             ,13,500
{"":"2024-08-18,1022,Harlingen                ,7,360.5
{"":"2024-08-18,1023,Prescott Valley          ,18,1119
{"":"2024-08-18,1024,Jefferson City           ,13,652.5
{"":"2024-08-18,1025,Saratoga Springs         ,35,2090.5
{"":"2024-08-18,1026,Hyannis                  ,20,1179
{"":"2024-08-18,1027,Aurora                   ,25,1389
{"":"2024-08-18,1028,Barboursville            ,17,771
{"":"2024-08-18,1029,Taylor                   ,10,404.5
{"":"2024-08-18,1030,Dover                    ,12,700.5
{"":"2024-08-18,1031,Olympia                  ,16,744
{"":"2024-08-18,1032,Puyallup                 ,21,1299.5
{"":"2024-08-18,1033,Greeley                  ,20,1042.5
{"":"2024-08-18,1034,Myrtle Beach             ,8,314.5
{"":"2024-08-18,1035,West Covina              ,15,739
{"":"2024-08-18,1036,Newark                   ,60,3028.5
{"":"2024-08-18,1037,San Luis Obispo          ,16,853
{"":"2024-08-18,1038,Pikeville                ,5,195.5
{"":"2024-08-18,1040,Columbus                 ,5,316
{"":"2024-08-18,1042,Valdosta                 ,13,627
{"":"2024-08-18,1043,Pittsburgh               ,25,1310.5
{"":"2024-08-18,1044,Twin Falls               ,21,1023
{"":"2024-08-18,1045,Flemington               ,21,1077
{"":"2024-08-18,1046,Waco                     ,13,625
{"":"2024-08-18,1047,San Antonio              ,18,610.5
{"":"2024-08-18,1048,Pickerington             ,9,314
{"":"2024-08-18,1049,Menifee                  ,58,2830
{"":"2024-08-18,1050,Texarkana                ,11,488
{"":"2024-08-18,1051,Pinole                   ,24,1389.5
{"":"2024-08-18,1052,Lewisville               ,17,450
{"":"2024-08-18,1053,Tigard                   ,21,1358
{"":"2024-08-18,1054,Downey                   ,32,1239
{"":"2024-08-18,1056,Salt Lake City           ,41,2011
{"":"2024-08-18,1059,Forsyth                  ,8,305.5
{"":"2024-08-18,1060,Asheboro                 ,8,457.5
{"":"2024-08-18,1061,KALISPELL                ,21,1190.5
{"":"2024-08-18,1062,West Valley City         ,14,1041
{"":"2024-08-18,1063,Paso Robles              ,21,898
{"":"2024-08-18,1064,Auburn                   ,57,3511.5
{"":"2024-08-18,1065,San Leandro              ,9,-44
{"":"2024-08-18,1066,San Antonio              ,4,188.5
{"":"2024-08-18,1067,King of Prussia          ,24,1061.5
{"":"2024-08-18,1068,Rancho Cordova           ,15,567.5
{"":"2024-08-18,1069,Scranton                 ,27,1331.5
{"":"2024-08-18,1070,Grafton                  ,16,667
{"":"2024-08-18,1071,Bastrop                  ,14,743.5
{"":"2024-08-18,1072,Montvale                 ,16,583.5
{"":"2024-08-18,1073,Arden                    ,22,1284
{"":"2024-08-18,1074,Guilford                 ,22,900.5
{"":"2024-08-18,1075,Morganton                ,11,490.5
{"":"2024-08-18,1076,Vernal                   ,15,685
{"":"2024-08-18,1077,Miami                    ,39,1701
{"":"2024-08-18,1078,Sebring                  ,4,180
{"":"2024-08-18,1079,St Louis Park            ,23,1083.1
{"":"2024-08-18,1080,Columbus                 ,14,745
{"":"2024-08-18,1081,Bloomington              ,14,208
{"":"2024-08-18,1082,Roseville                ,9,295
{"":"2024-08-18,1083,Euless                   ,24,1239
{"":"2024-08-18,1084,Alabaster                ,8,401.5
{"":"2024-08-18,1085,Shawnee                  ,8,402.5
{"":"2024-08-18,1086,Newport News             ,31,1595.5
{"":"2024-08-18,1087,Anaheim                  ,27,1604
{"":"2024-08-18,1088,Pflugerville             ,18,807
{"":"2024-08-18,1089,Austin                   ,18,1002.5
{"":"2024-08-18,1090,Willowbrook              ,8,557
{"":"2024-08-18,1091,Upper Arlington          ,24,1491.5
{"":"2024-08-18,1092,Brownsville              ,1,-42
{"":"2024-08-18,1093,Simi Valley              ,15,637
{"":"2024-08-18,1095,Peachtree City           ,21,1138
{"":"2024-08-18,1096,Brooksville              ,19,1018.5
{"":"2024-08-18,1097,Henderson                ,10,508
{"":"2024-08-18,1098,San Antonio              ,67,3813.5
{"":"2024-08-18,1099,Palm Coast               ,9,630
{"":"2024-08-18,1100,San Diego                ,21,1133.5
{"":"2024-08-18,1101,Sioux City               ,16,884.5
{"":"2024-08-18,1102,Hudson                   ,11,435
{"":"2024-08-18,1103,Poughkeepsie             ,20,912
{"":"2024-08-18,1104,Las Cruces               ,21,770.5
{"":"2024-08-18,1105,Rocklin                  ,34,1855.5
{"":"2024-08-18,1106,Adrian                   ,5,226.5
{"":"2024-08-18,1107,La Habra                 ,15,676
{"":"2024-08-18,1108,Chillicothe              ,7,327.5
{"":"2024-08-18,1109,Muskogee                 ,10,663
{"":"2024-08-18,1110,Rosemead                 ,11,628
{"":"2024-08-18,1111,Milton                   ,10,509.5
{"":"2024-08-18,1112,San Diego                ,11,570
{"":"2024-08-18,1113,Tulsa                    ,7,308
{"":"2024-08-18,1114,Chula Vista              ,21,1098
{"":"2024-08-18,1115,Cullman                  ,3,290
{"":"2024-08-18,1116,Superior                 ,19,1418.5
{"":"2024-08-18,1117,Las Vegas                ,13,157.5
{"":"2024-08-18,1118,Costa Mesa               ,25,1159
{"":"2024-08-18,1119,Sacramento               ,27,1331.5
{"":"2024-08-18,1120,Schenectady              ,10,358
{"":"2024-08-18,1121,Laurel                   ,20,639
{"":"2024-08-18,1122,Livingston               ,20,948
{"":"2024-08-18,1123,Ammon                    ,15,609.5
{"":"2024-08-18,1124,West Long Branch         ,16,969.5
{"":"2024-08-18,1125,Albuquerque              ,26,1363.5
{"":"2024-08-18,1126,Frisco                   ,25,1028
{"":"2024-08-18,1127,Salinas                  ,39,1905
{"":"2024-08-18,1128,Naples                   ,4,170.5
{"":"2024-08-18,1129,Springfield              ,26,1285.5
{"":"2024-08-18,1130,Janesville               ,13,701.5
{"":"2024-08-18,1131,Temecula                 ,85,4716
{"":"2024-08-18,1132,Avondale                 ,12,619
{"":"2024-08-18,1133,South Colby              ,39,2673
{"":"2024-08-18,1134,Warrington               ,29,1323
{"":"2024-08-18,1135,Waterford                ,13,446.5
{"":"2024-08-18,1136,Selinsgrove              ,15,1029
{"":"2024-08-18,1137,Indianapolis             ,-1,-957.5
{"":"2024-08-18,1138,Chicago                  ,10,346
{"":"2024-08-18,1139,Chattanooga              ,6,346
{"":"2024-08-18,1140,Cypress                  ,8,279
{"":"2024-08-18,1141,Ardmore                  ,5,314.5
{"":"2024-08-18,1142,Statesboro               ,10,511.5
{"":"2024-08-18,1143,Manteca                  ,23,1096
{"":"2024-08-18,1144,Allentown                ,17,961
{"":"2024-08-18,1145,Oak Ridge                ,7,374
{"":"2024-08-18,1146,Castle Rock              ,27,1813.5
{"":"2024-08-18,1147,Minot                    ,20,926.5
{"":"2024-08-18,1148,Mount Pleasant           ,17,690.5
{"":"2024-08-18,1149,Cape Coral               ,18,1022.5
{"":"2024-08-18,1150,Franklin                 ,23,1005.5
{"":"2024-08-18,1151,Dunwoody                 ,33,1807
{"":"2024-08-18,1152,Lodi                     ,31,1656.5
{"":"2024-08-18,1153,Riverside                ,25,1329
{"":"2024-08-18,1154,Birmingham               ,4,103
{"":"2024-08-18,1155,Titusville               ,12,643
{"":"2024-08-18,1156,Liberty                  ,10,403.5
{"":"2024-08-18,1157,Orlando                  ,32,1486
{"":"2024-08-18,1158,Wooster                  ,2,36.5
{"":"2024-08-18,1159,Cheyenne                 ,13,481.5
{"":"2024-08-18,1160,Dulles                   ,17,932.5
{"":"2024-08-18,1161,Las Vegas                ,65,3839
{"":"2024-08-18,1162,Anchorage                ,12,553.5
{"":"2024-08-18,1163,Cincinnati               ,12,678
{"":"2024-08-18,1164,Edinburg                 ,13,802.5
{"":"2024-08-18,1165,San Antonio              ,11,563
{"":"2024-08-18,1166,Reno                     ,21,1279.5
{"":"2024-08-18,1167,Reno                     ,30,1333
{"":"2024-08-18,1168,Fort Collins             ,28,1422.5
{"":"2024-08-18,1169,Waxahachie               ,12,575.5
{"":"2024-08-18,1170,lancaster                ,30,1921.5
{"":"2024-08-18,1171,Saint Clairsville        ,10,441
{"":"2024-08-18,1172,Grove City               ,2,135
{"":"2024-08-18,1173,Bel Air                  ,64,2649.5
{"":"2024-08-18,1174,Oxford                   ,7,426.5
{"":"2024-08-18,1175,Baytown                  ,1,56
{"":"2024-08-18,1176,Harrisonburg             ,5,360
{"":"2024-08-18,1177,Pittsburgh               ,19,875.5
{"":"2024-08-18,1178,Tarpon Springs           ,5,263
{"":"2024-08-18,1179,Bridgeport               ,7,362.5
{"":"2024-08-18,1180,Renton                   ,27,1458
{"":"2024-08-18,1181,San Clemente             ,24,1403.5
{"":"2024-08-18,1182,Fairfield                ,19,926.5
{"":"2024-08-18,1183,Suffolk                  ,22,1005
{"":"2024-08-18,1184,Parma                    ,13,344.5
{"":"2024-08-18,1185,Oklahoma City            ,10,714.5
{"":"2024-08-18,1186,Butler                   ,11,476.5
{"":"2024-08-18,1187,Kingston                 ,18,1126
{"":"2024-08-18,1188,Lufkin                   ,15,649.5
{"":"2024-08-18,1189,Lady Lake                ,10,450
{"":"2024-08-18,1190,Lawrence                 ,6,160.5
{"":"2024-08-18,1191,Henderson                ,30,922
{"":"2024-08-18,1192,Niagara Falls            ,10,488
{"":"2024-08-18,1193,Fenton                   ,6,201.5
{"":"2024-08-18,1194,Gulfport                 ,5,147.5
{"":"2024-08-18,1195,Rolling Hills Estates    ,18,838
{"":"2024-08-18,1196,Sarasota                 ,26,1053.5
{"":"2024-08-18,1197,Wayne                    ,13,533.5
{"":"2024-08-18,1198,Capitol Heights          ,43,1848.5
{"":"2024-08-18,1199,Cookeville               ,13,513.5
{"":"2024-08-18,1200,Menomonee Falls          ,20,1212.5
{"":"2024-08-18,1201,Smyrna                   ,11,440
{"":"2024-08-18,1202,Yulee                    ,9,399
{"":"2024-08-18,1203,Orange City              ,18,1035.5
{"":"2024-08-18,1204,Brick                    ,26,1138.5
{"":"2024-08-18,1205,Eldersburg               ,4,230
{"":"2024-08-18,1207,Canton                   ,9,276.5
{"":"2024-08-18,1208,Sherman                  ,14,521
{"":"2024-08-18,1209,Valley Stream            ,20,1067.5
{"":"2024-08-18,1210,Tampa                    ,19,1093
{"":"2024-08-18,1211,Seminole                 ,35,1792
{"":"2024-08-18,1213,Santa Monica             ,19,789
{"":"2024-08-18,1214,Warren                   ,18,687.5
{"":"2024-08-18,1215,Chico                    ,40,2081.5
{"":"2024-08-18,1216,Tucson                   ,16,872
{"":"2024-08-18,1217,Houston                  ,15,676.5
{"":"2024-08-18,1218,Vallejo                  ,12,379
{"":"2024-08-18,1219,Charlotte                ,41,1961
{"":"2024-08-18,1220,Latham                   ,11,594
{"":"2024-08-18,1221,Sherman Oaks             ,13,437.5
{"":"2024-08-18,1222,Walla Walla              ,15,701.5
{"":"2024-08-18,1223,New Bern                 ,23,1264.5
{"":"2024-08-18,1224,Joliet                   ,37,1794
{"":"2024-08-18,1225,Chicago                  ,15,674
{"":"2024-08-18,1226,Marietta                 ,17,797.5
{"":"2024-08-18,1227,Norwalk                  ,8,493.5
{"":"2024-08-18,1228,Beavercreek              ,2,33.5
{"":"2024-08-18,1229,Glenwood Springs         ,17,989
{"":"2024-08-18,1230,Cedar Park               ,58,3175
{"":"2024-08-18,1231,Hutchinson               ,5,182.5
{"":"2024-08-18,1232,Long Beach               ,20,789.5
{"":"2024-08-18,1233,Coralville               ,19,1071.5
{"":"2024-08-18,1234,Johnstown                ,12,417
{"":"2024-08-18,1235,Moscow                   ,10,545.5
{"":"2024-08-18,1236,Elko                     ,13,872
{"":"2024-08-18,1237,Chambersburg             ,14,1063
{"":"2024-08-18,1238,Redding                  ,44,1813.5
{"":"2024-08-18,1239,Houston                  ,18,598
{"":"2024-08-18,1240,Shelby Township          ,27,1564
{"":"2024-08-18,1241,Riverhead                ,14,613.5
{"":"2024-08-18,1242,Spring                   ,34,1856.5
{"":"2024-08-18,1243,Porterville              ,3,188.5
{"":"2024-08-18,1244,Bellingham               ,24,966.5
{"":"2024-08-18,1245,Edmond                   ,11,481
{"":"2024-08-18,1246,Warner Robins            ,17,870.5
{"":"2024-08-18,1247,Newtown Square           ,22,1211.5
{"":"2024-08-18,1248,Wichita                  ,16,666
{"":"2024-08-18,1249,Whittier                 ,44,2107.5
{"":"2024-08-18,1250,Hemet                    ,21,1116.5
{"":"2024-08-18,1251,Broken Arrow             ,20,771.5
{"":"2024-08-18,1252,Hattiesburg              ,8,437
{"":"2024-08-18,1253,Lake Elsinore            ,39,2086
{"":"2024-08-18,1254,Las Vegas                ,24,1208.5
{"":"2024-08-18,1255,pueblo                   ,2,153
{"":"2024-08-18,1256,San Jose                 ,14,653.5
{"":"2024-08-18,1257,Eagan                    ,19,932
{"":"2024-08-18,1258,Hoffman Estates          ,10,565
{"":"2024-08-18,1259,San Jose                 ,21,1137.5
{"":"2024-08-18,1260,Benton                   ,3,86
{"":"2024-08-18,1261,Nags Head                ,15,565
{"":"2024-08-18,1262,Searcy                   ,9,459.5
{"":"2024-08-18,1263,Lexington                ,16,695
{"":"2024-08-18,1264,Yukon                    ,8,194.5
{"":"2024-08-18,1265,Evergreen Park           ,33,1161.5
{"":"2024-08-18,1266,Bound Brook              ,29,1158
{"":"2024-08-18,1267,Wheat Ridge              ,17,968.5
{"":"2024-08-18,1268,Lansing                  ,6,178.5
{"":"2024-08-18,1269,Meridian                 ,26,1044.5
{"":"2024-08-18,1270,Gretna                   ,13,634
{"":"2024-08-18,1271,Oshkosh                  ,3,153
{"":"2024-08-18,1272,Goshen                   ,8,398.5
{"":"2024-08-18,1273,American Fork            ,6,349
{"":"2024-08-18,1274,Avon                     ,0,-628
{"":"2024-08-18,1275,Gloucester               ,8,327.5
{"":"2024-08-18,1276,Escondido                ,75,3393
{"":"2024-08-18,1277,Spanish Fork             ,4,94
{"":"2024-08-18,1278,Ann Arbor                ,4,116.5
{"":"2024-08-18,1279,Chapel Hill              ,19,1034
{"":"2024-08-18,1280,Ontario                  ,12,561
{"":"2024-08-18,1281,Farmington               ,19,1149.5
{"":"2024-08-18,1282,Danbury                  ,21,873
{"":"2024-08-18,1283,Yorktown Heights         ,12,754.5
{"":"2024-08-18,1284,Olathe                   ,14,651
{"":"2024-08-18,1285,Rochester                ,26,1278.5
{"":"2024-08-18,1286,Rochester                ,15,586.5
{"":"2024-08-18,1287,Chicago                  ,13,577.5
{"":"2024-08-18,1288,Phillipsburg             ,24,1033.5
{"":"2024-08-18,1289,Enid                     ,8,367
{"":"2024-08-18,1290,Santa Rosa               ,30,1482.5
{"":"2024-08-18,1291,Greenfield               ,18,819
{"":"2024-08-18,1292,Memphis                  ,13,656
{"":"2024-08-18,1293,Bellingham               ,13,465.5
{"":"2024-08-18,1294,Lafayette                ,2,88.5
{"":"2024-08-18,1295,Kissimmee                ,21,890
{"":"2024-08-18,1296,Lapeer                   ,8,312.5
{"":"2024-08-18,1297,Morristown               ,1,89
{"":"2024-08-18,1298,Taunton                  ,7,264.5
{"":"2024-08-18,1299,Huntington Beach         ,37,1833
{"":"2024-08-18,1300,Fontana                  ,15,707
{"":"2024-08-18,1301,Garfield                 ,8,386.5
{"":"2024-08-18,1302,Thousand Oaks            ,23,1331.5
{"":"2024-08-18,1303,Ocean City               ,28,1444.5
