Date,ULTAStoreNo,City,TotalQtySold,TotalGrossSales
{"":"2024-08-18,1304,Niles                    ,6,-115.5
{"":"2024-08-18,1305,Towson                   ,22,955
{"":"2024-08-18,1306,Manhattan                ,8,477
{"":"2024-08-18,1307,Seneca                   ,15,888.5
{"":"2024-08-18,1308,Alpharetta               ,23,1116.5
{"":"2024-08-18,1309,Marysville               ,20,988
{"":"2024-08-18,1310,Seattle                  ,16,958
{"":"2024-08-18,1311,Dallas                   ,33,1687.5
{"":"2024-08-18,1312,Johnson City             ,14,777
{"":"2024-08-18,1313,Albany                   ,13,740.5
{"":"2024-08-18,1314,La Quinta                ,21,1142.5
{"":"2024-08-18,1315,Los Angeles              ,19,857
{"":"2024-08-18,1316,Cedar Knolls             ,14,664.5
{"":"2024-08-18,1317,Richland                 ,15,624
{"":"2024-08-18,1318,Bartlesville             ,5,207
{"":"2024-08-18,1319,Covington                ,20,1365
{"":"2024-08-18,1320,Brighton                 ,6,394.5
{"":"2024-08-18,1321,Vienna                   ,3,137
{"":"2024-08-18,1322,Fresno                   ,11,466.5
{"":"2024-08-18,1323,Hinesville               ,2,70.5
{"":"2024-08-18,1324,Pooler                   ,17,639.5
{"":"2024-08-18,1325,Daytona Beach            ,15,945
{"":"2024-08-18,1326,Kissimmee                ,11,462
{"":"2024-08-18,1327,Hopkinsville             ,4,195
{"":"2024-08-18,1328,Baxter                   ,9,369
{"":"2024-08-18,1329,Saint Peters             ,11,571.5
{"":"2024-08-18,1330,Prosper                  ,13,526
{"":"2024-08-18,1331,Houston                  ,28,1007
{"":"2024-08-18,1333,Plant City               ,3,131.5
{"":"2024-08-18,1334,Salina                   ,9,442.5
{"":"2024-08-18,1335,New Port Richey          ,13,510
{"":"2024-08-18,1336,Sequim                   ,14,774.5
{"":"2024-08-18,1337,Foley                    ,14,582
{"":"2024-08-18,1338,Blackwood                ,20,840
{"":"2024-08-18,1339,Hyattsville              ,17,710
{"":"2024-08-18,1340,Staten Island            ,11,422
{"":"2024-08-18,1341,New Philadelphia         ,5,248
{"":"2024-08-18,1342,Great Falls              ,24,1144
{"":"2024-08-18,1343,Waterbury                ,11,372.5
{"":"2024-08-18,1344,Lincoln                  ,16,626.5
{"":"2024-08-18,1345,Creve Coeur              ,7,517
{"":"2024-08-18,1346,Wenatchee                ,19,1145
{"":"2024-08-18,1347,North Miami Beach        ,19,924.5
{"":"2024-08-18,1348,PINECREST                ,63,3356.5
{"":"2024-08-18,1349,Panama City Beach        ,21,944
{"":"2024-08-18,1350,Midlothian               ,20,1387.5
{"":"2024-08-18,1351,Mobile                   ,7,426.5
{"":"2024-08-18,1352,Fort Mill                ,11,733
{"":"2024-08-18,1353,Rialto                   ,129,7013
{"":"2024-08-18,1354,Rossford                 ,15,616
{"":"2024-08-18,1355,Machesney Park           ,12,613.5
{"":"2024-08-18,1356,Lebanon                  ,19,1012
{"":"2024-08-18,1357,Chicago                  ,28,974.5
{"":"2024-08-18,1358,Pompano Beach            ,14,716
{"":"2024-08-18,1359,Middletown               ,14,973
{"":"2024-08-18,1360,Northbrook               ,13,817
{"":"2024-08-18,1361,Columbus                 ,8,-22.5
{"":"2024-08-18,1362,Kennett Square           ,17,957.5
{"":"2024-08-18,1363,Plover                   ,12,711.5
{"":"2024-08-18,1364,Cartersville             ,11,540
{"":"2024-08-18,1365,Panama City              ,16,907.5
{"":"2024-08-18,1366,Cleveland                ,6,306.5
{"":"2024-08-18,1367,Germantown               ,14,849.5
{"":"2024-08-18,1368,Hot Springs              ,14,578.5
{"":"2024-08-18,1369,DeWitt                   ,9,590
{"":"2024-08-18,1370,Naples                   ,11,484.5
{"":"2024-08-18,1371,Dawsonville              ,2,80
{"":"2024-08-18,1372,Dania Beach              ,26,1284.5
{"":"2024-08-18,1373,Pembroke Pines           ,25,968.5
{"":"2024-08-18,1374,McAllen                  ,27,1377.5
{"":"2024-08-18,1375,St Louis                 ,17,985
{"":"2024-08-18,1377,Palm Springs             ,22,1129
{"":"2024-08-18,1378,Oldsmar                  ,11,489.5
{"":"2024-08-18,1379,Yonkers                  ,28,1181
{"":"2024-08-18,1380,Lake Jackson             ,10,499
{"":"2024-08-18,1381,Brooklyn                 ,8,423.5
{"":"2024-08-18,1382,Nashville                ,13,641.5
{"":"2024-08-18,1383,Mesquite                 ,12,535
{"":"2024-08-18,1384,Kirkland                 ,14,764
{"":"2024-08-18,1385,Livermore                ,16,822
{"":"2024-08-18,1386,Bend                     ,26,1229.5
{"":"2024-08-18,1387,Chester                  ,21,1221
{"":"2024-08-18,1388,Orlando                  ,29,1647
{"":"2024-08-18,1389,Yuba city                ,19,884.5
{"":"2024-08-18,1390,Philadelphia             ,23,971.5
{"":"2024-08-18,1391,Huntsville               ,40,2000
{"":"2024-08-18,1392,Dorchester               ,17,925
{"":"2024-08-18,1393,Rochester                ,11,507
{"":"2024-08-18,1394,White Lake               ,11,607.5
{"":"2024-08-18,1395,Pottstown                ,17,793.5
{"":"2024-08-18,1396,Birmingham               ,11,504
{"":"2024-08-18,1397,Woodland                 ,6,466.5
{"":"2024-08-18,1398,Arlington                ,42,2125
{"":"2024-08-18,1399,Mesa                     ,7,423
{"":"2024-08-18,1400,Trenton                  ,24,1187
{"":"2024-08-18,1401,Homestead                ,15,735.5
{"":"2024-08-18,1402,New York                 ,56,2395
{"":"2024-08-18,1403,Tulsa                    ,4,251.5
{"":"2024-08-18,1404,Portland                 ,12,637
{"":"2024-08-18,1405,City of Industry         ,17,1109
{"":"2024-08-18,1407,Greer                    ,10,393
{"":"2024-08-18,1408,Louisville               ,3,6.5
{"":"2024-08-18,1409,Bloomington              ,14,1002.5
{"":"2024-08-18,1410,Mays Landing             ,24,966.7
{"":"2024-08-18,1411,Santa Maria              ,19,962.5
{"":"2024-08-18,1412,Kemah                    ,7,270.5
{"":"2024-08-18,1413,Salem                    ,12,591
{"":"2024-08-18,1414,Fort Worth               ,20,897.5
{"":"2024-08-18,1415,Tucson                   ,12,192
{"":"2024-08-18,1416,Louisville               ,8,394.5
{"":"2024-08-18,1417,Mundelein                ,6,257
{"":"2024-08-18,1418,San Antonio              ,34,1593
{"":"2024-08-18,1419,Arvada                   ,15,672.5
{"":"2024-08-18,1420,Fall River               ,22,831
{"":"2024-08-18,1421,Westport                 ,21,893.5
{"":"2024-08-18,1422,New Caney                ,26,1279.5
{"":"2024-08-18,1423,Westlake                 ,8,292
{"":"2024-08-18,1424,Boynton Beach            ,26,1030.5
{"":"2024-08-18,1425,San Antonio              ,21,994
{"":"2024-08-18,1426,San Ramon                ,32,1639
{"":"2024-08-18,1427,Greenville               ,13,560
{"":"2024-08-18,1428,Kearny                   ,25,539
{"":"2024-08-18,1429,Hiram                    ,9,324.5
{"":"2024-08-18,1430,Wall Township            ,43,2277.5
{"":"2024-08-18,1431,Calabasas                ,17,966
{"":"2024-08-18,1432,Staten Island            ,10,492
{"":"2024-08-18,1433,Kalamazoo                ,14,562
{"":"2024-08-18,1434,Morgan Hill              ,17,941
{"":"2024-08-18,1435,Charleston               ,27,1283
{"":"2024-08-18,1436,Porter Ranch             ,31,1714
{"":"2024-08-18,1437,Whitestown               ,5,-137
{"":"2024-08-18,1438,Owasso                   ,7,421.5
{"":"2024-08-18,1439,Baton Rouge              ,14,553.5
{"":"2024-08-18,1440,Wethersfield             ,11,583
{"":"2024-08-18,1441,Lacey                    ,13,560.5
{"":"2024-08-18,1442,Pleasant Hill            ,15,769
{"":"2024-08-18,1443,Topeka                   ,7,471
{"":"2024-08-18,1444,Ashland                  ,4,182
{"":"2024-08-18,1445,Camarillo                ,45,2203
{"":"2024-08-18,1446,Pico Rivera              ,29,1384.5
{"":"2024-08-18,1447,Sacramento               ,10,457
{"":"2024-08-18,1448,College Point            ,8,298
{"":"2024-08-18,1449,Dalton                   ,3,128.5
{"":"2024-08-18,1450,Hesperia                 ,18,898.5
{"":"2024-08-18,1451,West Des Moines          ,8,371.5
{"":"2024-08-18,1452,Poplar Bluff             ,7,416
{"":"2024-08-18,1453,Kahului                  ,25,886.5
{"":"2024-08-18,1454,Pearl City               ,15,850.5
{"":"2024-08-18,1455,Long Beach               ,44,2545
{"":"2024-08-18,1456,Riverton                 ,-2,-476
{"":"2024-08-18,1457,Kailua                   ,23,868.5
{"":"2024-08-18,1458,Fort Walton Beach        ,20,873.5
{"":"2024-08-18,1459,Kapolei                  ,18,1105
{"":"2024-08-18,1460,Maryville                ,15,862.5
{"":"2024-08-18,1461,North Wales              ,45,2373
{"":"2024-08-18,1462,Orchard Park             ,27,1383.5
{"":"2024-08-18,1463,Watchung                 ,13,658.5
{"":"2024-08-18,1464,Yuma                     ,23,1290.5
{"":"2024-08-18,1465,Saint Charles            ,22,1172
{"":"2024-08-18,1466,Auburn                   ,10,437.5
{"":"2024-08-18,1467,North Brunswick          ,21,1057.5
{"":"2024-08-18,1468,Grand Prairie            ,17,648.5
{"":"2024-08-18,1469,Mishawaka                ,14,629
{"":"2024-08-18,1470,Granbury                 ,12,489
{"":"2024-08-18,1471,Terrell                  ,6,278
{"":"2024-08-18,1472,Sierra Vista             ,7,276.5
{"":"2024-08-18,1473,Spring                   ,36,1819.5
{"":"2024-08-18,1474,Lafayette                ,32,1263.5
{"":"2024-08-18,1475,San Diego                ,69,3895.5
{"":"2024-08-18,1476,San Diego                ,23,1523.5
{"":"2024-08-18,1477,Philadelphia             ,20,1049
{"":"2024-08-18,1478,Highland Park            ,12,457.5
{"":"2024-08-18,1479,Westminster              ,17,785
{"":"2024-08-18,1480,Kansas City              ,10,391.5
{"":"2024-08-18,1481,Jacksonville             ,8,330.5
{"":"2024-08-18,1482,Winter Springs           ,8,374
{"":"2024-08-18,1483,Hingham                  ,15,652.5
{"":"2024-08-18,1484,Denver                   ,16,503
{"":"2024-08-18,1485,Laguna Niguel            ,20,1039.5
{"":"2024-08-18,1486,Williston                ,57,2883.5
{"":"2024-08-18,1487,Richmond                 ,9,632.5
{"":"2024-08-18,1488,Crystal Lake             ,10,659
{"":"2024-08-18,1489,Wylie                    ,6,153
{"":"2024-08-18,1490,League City              ,23,1365.5
{"":"2024-08-18,1491,Raleigh                  ,16,853.5
{"":"2024-08-18,1492,Watertown                ,12,494
{"":"2024-08-18,1493,Perris                   ,20,744.5
{"":"2024-08-18,1494,Monrovia                 ,15,734
{"":"2024-08-18,1495,Evans                    ,17,702.5
{"":"2024-08-18,1496,Belton                   ,6,264.5
{"":"2024-08-18,1497,Parsippany               ,10,676
{"":"2024-08-18,1498,Hilliard                 ,8,481
{"":"2024-08-18,1499,Georgetown               ,15,642
{"":"2024-08-18,1500,Woodinville              ,12,630
{"":"2024-08-18,1501,Stillwater               ,13,616
{"":"2024-08-18,1502,Derby                    ,3,97
{"":"2024-08-18,1503,Ithaca                   ,8,402.5
{"":"2024-08-18,1504,Cumberland               ,6,451
{"":"2024-08-18,1505,Virginia Beach           ,20,809
{"":"2024-08-18,1506,Bonsall                  ,4,301.5
{"":"2024-08-18,1507,California               ,16,692.5
{"":"2024-08-18,1508,Lake Stevens             ,36,1748.5
{"":"2024-08-18,1509,roseburg                 ,13,699
{"":"2024-08-18,1510,Trumbull                 ,13,568.5
{"":"2024-08-18,1511,Bethlehem                ,2,57
{"":"2024-08-18,1512,Seekonk                  ,6,139.5
{"":"2024-08-18,1513,Moses Lake               ,14,591
{"":"2024-08-18,1514,Apopka                   ,9,354.5
{"":"2024-08-18,1515,Jacksonville             ,8,341
{"":"2024-08-18,1516,Plattsburgh              ,17,814
{"":"2024-08-18,1517,Lompoc                   ,8,312
{"":"2024-08-18,1518,Ruston                   ,4,228.5
{"":"2024-08-18,1519,Wilmington               ,17,634
{"":"2024-08-18,1520,Collierville             ,7,334.5
{"":"2024-08-18,1521,Spokane                  ,15,750.5
{"":"2024-08-18,1522,Rensselaer               ,10,378
{"":"2024-08-18,1523,South Plainfield         ,17,505
{"":"2024-08-18,1524,Bridgehampton            ,16,809
{"":"2024-08-18,1525,Grand Rapids             ,14,637.5
{"":"2024-08-18,1526,Davenport                ,18,788
{"":"2024-08-18,1527,Prince Frederick         ,19,824
{"":"2024-08-18,1528,Conroe                   ,19,694
{"":"2024-08-18,1529,Saint Cloud              ,13,552.5
{"":"2024-08-18,1530,Philadelphia             ,19,689.5
{"":"2024-08-18,1531,Concord                  ,22,677
{"":"2024-08-18,1532,Christiansburg           ,9,285.5
{"":"2024-08-18,1533,Hanover                  ,33,1371.5
{"":"2024-08-18,1534,Reno                     ,24,1320.5
{"":"2024-08-18,1535,Buena Park               ,11,498.5
{"":"2024-08-18,1536,Colorado Springs         ,19,998.5
{"":"2024-08-18,1537,Ledgewood                ,15,615
{"":"2024-08-18,1538,Bradenton                ,10,473
{"":"2024-08-18,1539,Cincinnati               ,3,146
{"":"2024-08-18,1540,Unknown,10,465
{"":"2024-08-18,1541,Matthews                 ,22,1063.5
{"":"2024-08-18,1542,Minneapolis              ,9,462
{"":"2024-08-18,1543,Sugar Land               ,21,1103
{"":"2024-08-18,1544,West Chester             ,13,753.5
{"":"2024-08-18,1545,Spokane                  ,21,786
{"":"2024-08-18,1546,East Rutherford          ,22,1013.5
{"":"2024-08-18,1547,Rio Grande               ,21,1243
{"":"2024-08-18,1548,Oklahoma City            ,12,454
{"":"2024-08-18,1549,Framingham               ,9,304.5
{"":"2024-08-18,1550,Tacoma                   ,24,1272
{"":"2024-08-18,1551,Unknown,19,874.5
{"":"2024-08-18,1553,Dallas                   ,7,315
{"":"2024-08-18,1554,Jeffersonville           ,9,463.5
{"":"2024-08-18,1555,Wareham                  ,10,581
{"":"2024-08-18,1556,Gonzales                 ,4,88.5
{"":"2024-08-18,1557,Shirley                  ,11,423.5
{"":"2024-08-18,1558,Albuquerque              ,9,303.5
{"":"2024-08-18,1559,Newnan                   ,22,755.5
{"":"2024-08-18,1560,North Hollywood          ,16,758
{"":"2024-08-18,1561,San Marcos               ,15,617.5
{"":"2024-08-18,1562,Bullhead City            ,7,542
{"":"2024-08-18,1563,Monroe                   ,8,398
{"":"2024-08-18,1564,Raleigh                  ,17,950.5
{"":"2024-08-18,1565,Birmingham               ,10,474.5
{"":"2024-08-18,1566,Troy                     ,16,724
{"":"2024-08-18,1567,Beaumont                 ,25,1028.5
{"":"2024-08-18,1568,Toms River               ,28,1271
{"":"2024-08-18,1569,Sumter                   ,13,461.5
{"":"2024-08-18,1570,Lewiston                 ,8,454
{"":"2024-08-18,1571,Enfield                  ,34,2029.5
{"":"2024-08-18,1572,Suwanee                  ,9,732
{"":"2024-08-18,1573,Wentzville               ,7,268.5
{"":"2024-08-18,1574,Webster                  ,19,568.5
{"":"2024-08-18,1575,Ames                     ,12,478.5
{"":"2024-08-18,1576,Cranston                 ,23,885.5
{"":"2024-08-18,1577,Acworth                  ,7,295
{"":"2024-08-18,1578,Hamden                   ,16,598.5
{"":"2024-08-18,1579,Happy Valley             ,17,782.5
{"":"2024-08-18,1580,El Segundo               ,38,2077.5
{"":"2024-08-18,1581,Lakewood                 ,15,565
{"":"2024-08-18,1582,Pasadena                 ,27,1392
{"":"2024-08-18,1583,Allen                    ,17,804
{"":"2024-08-18,1584,Carrollton               ,8,437.5
{"":"2024-08-18,1585,Fort Myers               ,15,700.5
{"":"2024-08-18,1586,Gig Harbor               ,8,514
{"":"2024-08-18,1587,Paramus                  ,6,155
{"":"2024-08-18,1588,Hialeah                  ,16,619
{"":"2024-08-18,1589,OAK BROOK                ,11,470
{"":"2024-08-18,1590,Shallotte                ,27,1349.5
{"":"2024-08-18,1591,Surprise                 ,67,3574.5
{"":"2024-08-18,1592,Southfield               ,11,492
{"":"2024-08-18,1593,Fort Myers               ,10,479.5
{"":"2024-08-18,1594,Sioux Falls              ,7,376.5
{"":"2024-08-18,1595,Little Rock              ,8,393.5
{"":"2024-08-18,1596,Houston                  ,20,767.5
{"":"2024-08-18,1597,Boone                    ,11,526.5
{"":"2024-08-18,1598,Troy                     ,2,38
{"":"2024-08-18,1599,Houston                  ,9,291.5
{"":"2024-08-18,1600,Gainesville              ,14,1011
{"":"2024-08-18,1601,West Mifflin             ,18,872
{"":"2024-08-18,1602,Buffalo                  ,14,530
{"":"2024-08-18,1603,Stafford                 ,9,330.5
{"":"2024-08-18,1604,Oak Brook                ,53,2581
{"":"2024-08-18,1605,Phoenix                  ,14,587
{"":"2024-08-18,1606,Columbus                 ,11,555
{"":"2024-08-18,1608,Easton                   ,19,1027.5
{"":"2024-08-18,1609,Chester                  ,8,420
{"":"2024-08-18,1610,Nashville                ,21,1307
{"":"2024-08-18,1611,Dallas                   ,14,426.5
{"":"2024-08-18,1612,Meridian                 ,-3,-259.5
{"":"2024-08-18,1613,Madison                  ,14,745.5
{"":"2024-08-18,1614,Monroeville              ,27,1579
{"":"2024-08-18,1615,Mission Hills            ,12,471.5
{"":"2024-08-18,1616,Monroe                   ,5,133
{"":"2024-08-18,1617,Germantown               ,27,1332
{"":"2024-08-18,1618,Silver Spring            ,17,638
{"":"2024-08-18,1619,Klamath Falls            ,13,661.5
{"":"2024-08-18,1620,Phoenix                  ,7,402
{"":"2024-08-18,1621,Easley                   ,8,323
{"":"2024-08-18,1622,Johnstown                ,6,188.5
{"":"2024-08-18,1623,The Colony               ,12,554.5
{"":"2024-08-18,1624,Southbury                ,11,375
{"":"2024-08-18,1625,Gillette                 ,7,341
{"":"2024-08-18,1626,Farmingdale              ,16,679.5
{"":"2024-08-18,1627,Tampa                    ,42,1643.5
{"":"2024-08-18,1628,Rancho Cucamonga         ,35,1773.5
{"":"2024-08-18,1630,Flagstaff                ,11,396
{"":"2024-08-18,1631,Batavia                  ,3,107
{"":"2024-08-18,1632,Valparaiso               ,13,669
{"":"2024-08-18,1633,Atlanta                  ,27,1414
{"":"2024-08-18,1634,Saint Johns              ,17,513
{"":"2024-08-18,1635,Albertville              ,10,398.5
{"":"2024-08-18,1636,Canoga Park              ,119,6998
{"":"2024-08-18,1637,West Hartford            ,19,1079.5
{"":"2024-08-18,1638,New York                 ,50,1908
{"":"2024-08-18,1639,Bakersfield              ,32,1566.5
{"":"2024-08-18,1640,Salem                    ,73,3559.5
{"":"2024-08-18,1641,Wayne                    ,15,683.5
{"":"2024-08-18,1642,Stephenville             ,12,418
{"":"2024-08-18,1643,Omaha                    ,6,96.5
{"":"2024-08-18,1644,Dyersburg                ,3,181.5
{"":"2024-08-18,1645,Grand Forks              ,10,413.5
{"":"2024-08-18,1646,Elk grove                ,39,1411
{"":"2024-08-18,1647,Miami                    ,14,911.5
{"":"2024-08-18,1648,Eden Prairie             ,10,512
{"":"2024-08-18,1649,Newtown Square           ,13,475.5
{"":"2024-08-18,1650,Warrenton                ,16,683
{"":"2024-08-18,1651,San Mateo                ,42,2356.5
{"":"2024-08-18,1653,North Charleston         ,14,423
{"":"2024-08-18,1654,Orlando                  ,21,821
{"":"2024-08-18,1656,Mount Pleasant           ,8,292.5
{"":"2024-08-18,1657,Olive Branch             ,19,817
{"":"2024-08-18,1658,Aurora                   ,11,485.5
{"":"2024-08-18,1659,Goldsboro                ,8,218.5
{"":"2024-08-18,1660,Mankato                  ,13,665.5
{"":"2024-08-18,1661,Springfield              ,3,140
{"":"2024-08-18,1664,Sunnyvale                ,8,324.5
{"":"2024-08-18,1665,Orange                   ,21,1079
{"":"2024-08-18,1666,Novato                   ,14,687
{"":"2024-08-18,1667,Hickory                  ,26,1072.5
{"":"2024-08-18,1668,Cedar Hill               ,19,827.5
{"":"2024-08-18,1669,Campbell                 ,19,838
{"":"2024-08-18,1670,Rialto                   ,2,-527.5
{"":"2024-08-18,1671,Huntington Beach         ,30,1292.5
{"":"2024-08-18,1672,Hadley                   ,9,393
{"":"2024-08-18,1673,Saratoga Springs         ,7,238.5
{"":"2024-08-18,1674,Woodbridge               ,16,650
{"":"2024-08-18,1675,Vienna                   ,16,899.4
{"":"2024-08-18,1676,Clemmons                 ,4,-35.5
{"":"2024-08-18,1677,Riverside                ,27,857.5
{"":"2024-08-18,1678,Greensboro               ,15,223
{"":"2024-08-18,1679,Rome                     ,8,327
{"":"2024-08-18,1681,Rocky Mount              ,7,272
{"":"2024-08-18,1682,Fort Wayne               ,9,220.5
{"":"2024-08-18,1683,West Des Moines          ,18,798.5
{"":"2024-08-18,1684,Sacramento               ,28,1362
{"":"2024-08-18,1685,Hollister                ,17,1016
{"":"2024-08-18,1686,Cockeysville             ,35,2041.5
{"":"2024-08-18,1687,Washington               ,12,681.5
{"":"2024-08-18,1688,Dallas                   ,9,318.5
{"":"2024-08-18,1689,Rock Springs             ,6,297
{"":"2024-08-18,1690,Beaufort                 ,9,382
{"":"2024-08-18,1691,Rehoboth Beach           ,48,2597
{"":"2024-08-18,1692,Kennewick                ,36,1777.5
{"":"2024-08-18,1693,Seattle                  ,18,847.5
{"":"2024-08-18,1694,Las Vegas                ,12,396.5
{"":"2024-08-18,1695,Redmond                  ,8,496.5
{"":"2024-08-18,1696,Saint Petersburg         ,21,1085.5
{"":"2024-08-18,1698,Starkville               ,6,205
{"":"2024-08-18,1699,Stoughton                ,3,212.5
{"":"2024-08-18,1700,Meriden                  ,13,691
{"":"2024-08-18,1701,Langhorne                ,40,2258.5
{"":"2024-08-18,1702,Millington               ,5,156
{"":"2024-08-18,1703,McMinnville              ,2,108
{"":"2024-08-18,1704,Denton                   ,8,374.5
{"":"2024-08-18,1705,Missouri City            ,14,610
{"":"2024-08-18,1706,Appleton                 ,11,598
{"":"2024-08-18,1707,Crestview                ,10,608
{"":"2024-08-18,1708,Hartsdale                ,12,281
{"":"2024-08-18,1709,Nanuet                   ,19,802.5
{"":"2024-08-18,1711,Lebanon                  ,16,637.5
{"":"2024-08-18,1712,Kissimmee                ,6,432.5
{"":"2024-08-18,1714,North Attleboro          ,14,735.5
{"":"2024-08-18,1715,Anchorage                ,17,794.5
{"":"2024-08-18,1716,Dallas                   ,7,368.5
{"":"2024-08-18,1717,Boulder                  ,12,644
{"":"2024-08-18,1718,Indianapolis             ,13,78
{"":"2024-08-18,1719,Selma                    ,77,3789
{"":"2024-08-18,1721,Richmond                 ,47,1974
{"":"2024-08-18,1722,Jasper                   ,2,82
{"":"2024-08-18,1723,Paris                    ,11,563
{"":"2024-08-18,1724,Del Rio                  ,1,17.5
{"":"2024-08-18,1725,Wilson                   ,1,-237.5
{"":"2024-08-18,1726,Garden Grove             ,16,1013
{"":"2024-08-18,1727,Huntsville               ,4,239
{"":"2024-08-18,1728,Liverpool                ,12,471.5
{"":"2024-08-18,1729,Venice                   ,9,502
{"":"2024-08-18,1730,Tullahoma                ,13,648
{"":"2024-08-18,1731,Oklahoma City            ,7,408.5
{"":"2024-08-18,1732,Warrensville Heights     ,6,219
{"":"2024-08-18,1734,Independence             ,5,302
{"":"2024-08-18,1735,Fulshear                 ,29,1504.6
{"":"2024-08-18,1736,Anaheim                  ,19,829.5
{"":"2024-08-18,1737,Parrish                  ,12,516.5
{"":"2024-08-18,1738,Carbondale               ,6,201.5
{"":"2024-08-18,1740,Everett                  ,17,1110
{"":"2024-08-18,1744,Woburn                   ,16,753.5
{"":"2024-08-18,1745,Land O Lakes             ,8,252.5
{"":"2024-08-18,1747,Leominster               ,10,514.5
{"":"2024-08-18,1748,Cornelius                ,20,1116
{"":"2024-08-18,1749,Pell City                ,4,211
{"":"2024-08-18,1750,Mesa                     ,17,904.5
{"":"2024-08-18,1752,Orange                   ,30,1431.5
{"":"2024-08-18,1753,Peoria                   ,12,526
{"":"2024-08-18,1756,Brenham                  ,11,449.5
{"":"2024-08-18,1757,Cottage Grove            ,5,168.5
{"":"2024-08-18,1758,Overland Park            ,10,575
{"":"2024-08-18,1760,Logan                    ,6,397
{"":"2024-08-18,1761,Lynchburg                ,13,612.5
{"":"2024-08-18,1763,Elizabethtown            ,14,630.5
{"":"2024-08-18,1767,Jacksonville             ,9,280.5
{"":"2024-08-18,1768,Athens                   ,12,713.5
{"":"2024-08-18,1769,Onalaska                 ,12,636.5
{"":"2024-08-18,1770,West Babylon             ,0,0
{"":"2024-08-18,1772,Brea                     ,27,1373.5
{"":"2024-08-18,1773,El Paso                  ,15,628.5
{"":"2024-08-18,1774,El Paso                  ,13,462
{"":"2024-08-18,1775,Grants Pass              ,11,666.5
{"":"2024-08-18,1777,Freehold                 ,13,547.5
{"":"2024-08-18,1780,Gardendale               ,11,513
{"":"2024-08-18,1781,San Diego                ,14,707.5
{"":"2024-08-18,1782,Glassboro                ,11,766
{"":"2024-08-18,1783,Lancaster                ,13,494
{"":"2024-08-18,1784,San Antonio              ,13,493.5
{"":"2024-08-18,1785,Decatur                  ,6,323.5
{"":"2024-08-18,1786,Antioch                  ,20,942
{"":"2024-08-18,1788,Orlando                  ,3,124
{"":"2024-08-18,1791,Burtonsville             ,9,442.5
{"":"2024-08-18,1792,Warwick                  ,15,677
{"":"2024-08-18,1793,Syosset                  ,8,341
{"":"2024-08-18,1795,Baraboo                  ,13,734
{"":"2024-08-18,1796,North Dartmouth          ,11,423
{"":"2024-08-18,1797,Gainesville              ,47,2112
{"":"2024-08-18,1800,Myrtle Beach             ,20,1058.5
{"":"2024-08-18,1805,Des Plaines              ,23,844.5
{"":"2024-08-18,1806,Wadsworth                ,5,292.5
{"":"2024-08-18,1807,Ladera Ranch             ,6,201.5
{"":"2024-08-18,1813,Lincoln                  ,8,376
{"":"2024-08-18,1814,Tomball                  ,15,724.5
{"":"2024-08-18,1816,Winston Salem            ,9,-202.5
{"":"2024-08-18,1817,Snellville               ,25,1088
{"":"2024-08-18,1821,Athens                   ,7,322.5
{"":"2024-08-18,1822,Burley                   ,6,90
{"":"2024-08-18,1823,Phoenix                  ,16,703
{"":"2024-08-18,1827,Panorama City            ,12,755.5
{"":"2024-08-18,1833,Nogales                  ,7,194
{"":"2024-08-18,1844,Fort Worth               ,9,218.5
{"":"2024-08-18,1851,Zanesville               ,3,185
{"":"2024-08-18,1890,Jenks                    ,16,816.5